City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
634,Qui Nhon,VN,81.39,overcast clouds,13.7667,109.2333,Hoang Yen Canary Hotel
636,Amos,CA,75.18,scattered clouds,48.5669,-78.1162,"Amosphère, complexe hôtelier"
645,Guabito,PA,82.29,overcast clouds,9.5,-82.6167,Cabinas Sanchez Salazar
647,Abnub,EG,89.82,clear sky,27.2696,31.1511,Romany Adly Gad
649,Ende,ID,71.96,few clouds,-8.8432,121.6623,Dwi Putra Hotel - Ende
652,Balotra,IN,81.64,heavy intensity rain,25.8333,72.2333,Hotel City Square
654,Oil City,US,86.07,clear sky,41.4339,-79.7064,Days Inn by Wyndham Oil City Conference Center
655,Am Timan,TD,74.48,overcast clouds,11.0297,20.2827,Palais du chef Canton Salamt
656,Honiara,SB,76.86,broken clouds,-9.4333,159.95,Heritage Park Hotel
657,Chai Badan,TH,77.85,light rain,15.2,101.1333,Narai Grand Hotel
658,Zhaoqing,CN,86.83,clear sky,23.0512,112.4597,七星岩旅游度假区
659,Bela,IN,85.35,overcast clouds,25.9333,81.9833,Raj Bhawan
660,Meridian,US,86.32,smoke,43.6121,-116.3915,Courtyard by Marriott Boise West/Meridian
662,Kaltenkirchen,DE,76.68,few clouds,53.8333,9.9667,Hotel Dreiklang Business & Spa Resort
664,Sabya,SA,80.22,overcast clouds,17.1495,42.6254,Aseel Hotel Apartment
667,Castres,FR,76.68,clear sky,43.5833,2.1667,Le 81 Hôtel
668,Siemiatycze,PL,74.25,overcast clouds,52.4272,22.8623,Hotel Kresowiak Siemiatycze
